# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 2
# model = earnings2_model
# start_datetime = 2023-07-16 16:10:04 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = earnings2.json
# init = 2 (Default)
# random
#   seed = 1721821291 (Default)
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.32.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,sigma
-9226.22,0.916056,0.0295358,6,63,0,9228.2,-30.9932,-7.11157e-05,3.86417,-13.5382,26.6318,-10.9896,17.7077,3.83483,-0.136652,29.3597,-18.4766,11.8831,113.307
-9227.05,0.959166,0.0295358,7,255,0,9233.93,-19.1094,3.86364e-05,2.41633,-27.2091,-1.7516,-15.9952,12.233,5.21367,0.00283259,-39.0145,-3.12865,-32.1518,114.133
-9225.6,0.974821,0.0295358,6,63,0,9233.61,-22.4982,4.76735e-05,2.05324,-9.08291,12.566,-20.2597,19.0211,3.80944,-0.190177,-37.8013,-7.34842,-33.9516,113.433
-9229.21,0.865123,0.0295358,7,127,0,9233.85,-6.80403,0.000125469,4.43481,-32.4241,12.7186,-8.41891,5.2608,4.90103,0.0312972,-25.3521,-15.7135,8.14782,111.399
-9226.28,0.848129,0.0295358,7,127,0,9237.83,-7.84987,0.000180917,-4.25876,-24.5724,12.1018,-13.5496,8.27824,5.00011,-0.0548383,-37.8506,-11.5323,-1.47876,112.882
-9221.74,0.997415,0.0295358,7,127,0,9232.27,-32.3482,4.12501e-05,3.04236,5.2397,17.9038,-10.88,14.4917,3.70582,0.334725,3.09144,-29.189,7.32356,109.542
-9223.98,0.96168,0.0295358,7,127,0,9226.76,-51.0332,9.74039e-05,-4.95979,-3.53617,12.6817,-1.98365,17.1606,3.73142,0.66741,24.8476,-28.6174,11.0251,117
-9222.49,0.877728,0.0295358,8,255,0,9233.4,-20.7777,-3.8526e-05,2.12976,-18.7158,13.7642,-10.2328,17.7198,2.27204,0.25135,-27.6006,2.01575,-46.1315,113.526
-9223.67,0.74284,0.0295358,7,127,0,9228.92,-23.7913,-6.97549e-05,-1.15075,-19.4672,17.2446,-12.2114,18.362,2.26253,0.304873,-32.9785,3.31141,-51.6156,114.461
-9220.08,0.972143,0.0295358,7,127,0,9228.96,-19.4676,9.78163e-05,0.748328,-6.74055,8.96931,-15.318,13.2166,3.11978,0.434571,7.66504,-18.5941,-17.7015,112.836
-9222.64,0.999944,0.0295358,7,127,0,9227.48,-30.204,-8.49712e-05,3.09603,-16.5177,12.4665,-18.0442,18.7774,2.7169,0.3715,14.3081,-37.4052,-12.318,113.885
-9221.87,0.981772,0.0295358,7,255,0,9226.23,-35.943,-6.27375e-06,3.20926,-18.2207,4.84288,-16.7629,19.8529,3.98008,0.148495,11.0863,-36.5213,-22.077,112.785
-9225.26,0.964448,0.0295358,7,127,0,9229.13,-21.4201,4.57099e-05,6.02358,10.5382,8.70525,-11.5889,9.67872,4.60439,0.278544,2.09856,-37.4233,-28.2347,116.826
-9222.74,0.760602,0.0295358,7,127,0,9232.46,-19.78,6.60322e-05,2.52383,-14.3688,18.4963,-13.8151,12.7362,3.81519,0.121896,5.97713,-35.4117,-63.1013,111.326
-9220.83,0.988689,0.0295358,7,127,0,9226.22,-22.4198,-6.88328e-05,-3.56323,-4.32989,15.6056,-8.48029,12.257,4.5808,0.0708779,0.994048,-25.8422,-59.2663,113.83
-9222.59,0.928619,0.0295358,7,255,0,9229.17,-32.2644,5.49687e-05,-2.65399,-1.20087,13.6693,-1.39204,11.8063,6.09084,-0.134313,4.05711,-5.22062,-48.0288,109.946
-9221.98,0.995812,0.0295358,7,127,0,9226.78,-38.1165,5.96736e-05,-0.627189,-5.11023,12.8629,-0.317133,12.8073,5.3897,0.11804,25.1434,-5.38598,-48.6502,111.396
-9220.57,0.999162,0.0295358,7,255,0,9226.69,-21.594,1.37189e-05,0.191394,-13.7959,11.1638,-17.9462,14.7663,2.79692,0.406903,17.1092,-18.3182,-28.8923,113.674
-9222.09,0.955493,0.0295358,6,127,0,9228.1,-23.3897,-4.56844e-05,0.5735,-13.6284,6.57067,-8.94547,10.5504,3.08124,0.704411,9.84106,-20.8623,-32.3338,112.247
-9223.56,0.991866,0.0295358,7,255,0,9228.54,-36.2193,-2.6209e-05,-8.6324,-6.37619,22.8804,-14.2247,18.8444,4.16122,0.11033,-12.2931,13.7821,-19.661,115.617
-9228.52,0.868919,0.0295358,7,127,0,9231.85,-54.0623,0.000117539,6.89233,13.1279,8.05281,4.16437,13.432,6.10906,0.287348,14.9701,25.0557,-39.4256,113.123
-9224.69,0.953278,0.0295358,7,255,0,9235.5,-40.8455,2.7507e-06,-6.07536,-27.6982,23.2412,-13.7014,16.5939,3.05541,0.631187,-12.113,-12.1857,-43.0701,111.264
-9223.99,0.850211,0.0295358,7,255,0,9230.29,-12.8842,8.71894e-05,0.826941,-3.61728,5.56924,-10.2812,12.2022,2.6899,0.492747,3.23408,-26.1443,-47.4682,116.226
-9226.94,0.778277,0.0295358,8,255,0,9231.56,-48.6641,-0.000195217,-7.92615,7.49661,13.5939,3.45739,14.3535,5.14236,0.28586,-3.87974,14.6912,21.3875,113.35
-9222.16,0.982839,0.0295358,8,255,0,9231.04,-22.1432,-7.202e-05,6.48945,-22.086,23.5566,-14.2055,14.4986,3.78223,0.0286139,-23.1468,-15.2746,6.00785,112.324
-9220.49,0.895284,0.0295358,7,255,0,9225.16,-28.0856,0.000112503,-5.46998,-25.0278,18.9839,-5.73043,13.8453,3.2575,0.464435,-7.35673,-21.2271,-23.3933,113.21
-9221.23,0.951788,0.0295358,7,255,0,9224.84,-42.0729,0.000128965,4.87788,-0.119424,8.72278,-15.0514,15.7306,5.44959,0.102137,-6.23505,11.8545,-43.3248,112.909
-9221.19,0.990815,0.0295358,7,127,0,9225.71,-26.8817,-0.000103096,-6.86445,-9.61176,12.7063,-6.70969,15.7829,1.90283,0.704803,-6.73818,-12.3126,-15.8518,110.844
-9222.5,0.991478,0.0295358,7,127,0,9226.31,-32.0187,-2.55575e-05,4.72345,-10.987,15.0966,-14.3049,16.9168,6.069,-0.44854,-9.611,4.87188,-46.6378,115.908
-9225.67,0.743661,0.0295358,7,127,0,9227.79,-40.6081,-0.000203202,6.05516,-9.69264,7.73921,-12.315,15.0182,6.32969,-0.101528,-15.5198,6.0671,-39.4022,116.473
-9229.04,0.986577,0.0295358,7,127,0,9234.8,-25.8274,0.000127256,-1.64315,-3.78255,4.00097,-28.1798,17.7131,5.28551,-0.232745,28.2101,-1.36727,-5.91462,110.826
-9220.77,0.999412,0.0295358,6,63,0,9231.32,-35.5826,8.51529e-05,-4.1643,-7.64992,2.45782,-12.4435,16.3847,5.6407,-0.0125898,-0.00494707,-14.3922,-17.0424,111.953
-9222.55,0.941292,0.0295358,7,127,0,9227.4,-36.614,7.59053e-05,-4.49966,0.507858,2.03198,-20.1215,15.1811,4.85842,0.392342,-3.08422,-18.5621,-41.9154,111.459
-9224.45,0.846636,0.0295358,8,255,0,9231.8,-39.7413,9.45779e-05,-3.96604,-7.58037,21.1047,-8.09908,19.0905,2.41121,0.473727,-3.46697,25.2764,1.47534,115.898
-9225.57,0.916023,0.0295358,7,127,0,9230.25,-42.9886,-0.000114059,8.27502,17.7611,4.2917,-3.05251,17.5603,4.80222,0.173412,15.4549,-5.76158,-33.5949,110.706
-9223.52,0.999079,0.0295358,7,255,0,9229.29,-23.2451,-2.37515e-05,-5.85364,-20.03,21.926,-13.686,16.7385,4.96913,-0.293938,-13.0097,8.25369,-38.2951,115.622
-9223.53,0.951043,0.0295358,7,127,0,9228.45,-39.1999,-8.33176e-05,7.9085,9.47073,4.36056,-2.99564,16.6278,2.49905,0.701466,7.33197,7.36127,-25.2535,111.05
-9222.52,0.999503,0.0295358,7,255,0,9232.13,-20.3034,-1.5898e-06,-1.45709,-5.66832,13.0036,-12.3869,10.192,4.06435,0.430246,-16.4871,14.4325,-15.9352,110.408
-9222.14,0.826239,0.0295358,7,127,0,9227.68,-58.3456,-0.00012402,0.738506,-6.1806,11.7145,-2.16352,20.1779,3.59014,0.655727,0.726819,-1.89445,-23.436,115.891
-9225.08,0.855981,0.0295358,7,127,0,9226.68,-23.6837,0.000202357,5.68222,-6.25786,16.1239,-14.8571,8.83948,5.25173,0.115288,-0.781716,6.66715,-21.6442,110.248
-9219.58,0.978381,0.0295358,7,127,0,9230.3,-28.6863,4.86017e-05,1.7212,-5.09953,19.3941,-16.5515,12.066,4.34661,0.29137,5.52388,-0.452402,-24.0394,113.034
-9219.61,0.906617,0.0295358,7,127,0,9222.53,-31.9528,8.53903e-05,-2.67047,-9.28885,12.0251,-9.71986,14.7017,3.59437,0.408547,11.0973,-2.3688,-4.72638,110.193
-9225.51,0.715557,0.0295358,7,127,0,9229.21,-34.497,0.000218312,7.78015,10.8172,9.35414,-12.8175,13.0918,2.99947,0.811509,-6.12221,1.8057,-20.6365,116.954
-9220.35,0.98877,0.0295358,7,127,0,9226.86,-35.1722,-7.05018e-05,0.0422903,1.3449,12.1909,-15.8884,12.9584,2.97702,0.830628,3.44259,1.87793,-21.1106,113.405
-9223.19,0.999921,0.0295358,7,127,0,9226.14,-57.801,7.96607e-05,4.26454,4.61086,20.6533,1.4097,18.8459,3.00168,0.655643,2.20749,13.4283,23.4969,111.031
-9220.96,0.832604,0.0295358,8,255,0,9229.56,-50.9662,6.33788e-05,0.993221,2.28985,4.23846,-5.04145,20.4407,4.46781,0.246349,-0.740113,18.1212,-32.025,113.523
-9223.55,0.906919,0.0295358,7,255,0,9229.75,-33.5271,-5.25706e-05,-6.99808,-13.3626,6.28441,-16.7517,18.9675,4.82523,-0.0937595,-20.7327,-0.491977,-12.0379,109.433
-9224.87,0.95123,0.0295358,7,127,0,9233.89,-53.5409,4.8488e-05,6.07794,6.6072,22.311,2.24545,15.0567,4.49553,0.336424,30.8526,10.0207,-10.6195,117.57
-9221.81,0.999815,0.0295358,7,127,0,9228.2,-42.7534,3.42941e-05,-2.77447,-3.01651,6.56261,-12.7078,18.143,3.2576,0.738646,-7.18353,-0.454378,-53.3142,109.244
-9222.27,0.986815,0.0295358,7,127,0,9226.73,-44.2716,-1.73262e-05,-1.57973,2.04793,7.01343,-14.6935,16.1812,3.29666,0.783564,-11.4997,-0.531126,-55.8395,110.284
-9222.87,0.951357,0.0295358,7,255,0,9230.83,-21.5484,8.76133e-05,0.551227,-17.5132,4.96614,-9.86787,14.8783,4.71953,-0.15933,-37.5501,-21.3637,12.3991,113.418
-9219.49,0.996949,0.0295358,7,127,0,9225.36,-35.7701,-6.40252e-06,-1.71058,-1.07895,16.8613,-12.1422,13.1852,5.09098,0.103553,-7.9888,-2.74078,-22.4742,113.414
-9220.23,0.99208,0.0295358,7,127,0,9224,-35.4192,-3.78396e-05,2.60104,-12.0411,4.82039,-8.92499,17.8319,3.26605,0.527839,-6.1851,-18.6243,-48.2501,113.577
-9222.09,0.733571,0.0295358,7,127,0,9226.08,-32.6587,-0.000104883,-7.10806,-3.99584,6.21194,-10.2764,16.6838,3.25614,0.395397,-2.84252,-19.6357,-10.9553,115.804
-9221.11,0.998831,0.0295358,7,255,0,9226.29,-39.7133,-1.3429e-05,-0.412711,-7.90837,16.1283,-12.1335,18.352,3.85695,0.365083,-6.51491,-9.40472,17.7677,116.574
-9224.04,0.994665,0.0295358,7,255,0,9229.02,-42.2301,4.34387e-05,3.05217,-10.7448,-1.26317,-12.9251,20.9362,2.6369,0.470638,22.9727,-0.828856,-3.0786,111.747
-9225.83,0.958591,0.0295358,7,127,0,9230.49,-51.8689,5.38217e-05,6.19297,13.1449,27.747,-3.85253,13.3235,5.52958,0.109765,-21.7143,5.4392,1.10804,115.861
-9223.95,0.99625,0.0295358,7,127,0,9230.03,-42.292,8.67574e-05,-2.35408,-5.8349,23.8572,-1.95236,11.2453,5.39148,0.178848,-15.3232,4.49143,2.98903,115.896
-9224.87,0.999383,0.0295358,7,127,0,9231.49,-42.6528,-3.71177e-05,1.54356,4.63273,19.2181,-2.42349,17.057,3.46389,0.495943,-0.714436,1.88262,26.1137,107.537
-9225.83,0.999815,0.0295358,7,127,0,9237.38,-50.0498,-1.78516e-05,-4.00799,5.25571,29.2622,-9.74179,19.6536,2.63595,0.736609,-12.8503,6.65056,18.3145,110.989
-9221.26,0.996958,0.0295358,7,127,0,9228.67,-55.3888,2.5599e-05,3.92078,-6.12966,22.5832,-4.58856,15.8085,4.34453,0.499981,1.68182,8.97495,6.74479,114.821
-9222.18,0.87356,0.0295358,8,383,0,9227.43,-21.2993,-8.95833e-05,-3.66912,-12.8711,3.50335,-17.115,14.8527,3.93874,0.216099,4.24875,-11.3488,-67.6796,115.236
-9223.99,0.999408,0.0295358,6,63,0,9227.48,-21.1139,-6.72733e-05,-5.56233,-14.001,6.36607,-15.3207,18.8838,3.87169,-0.0724365,-2.08446,-19.3822,-78.6658,115.255
-9221.86,0.876432,0.0295358,6,127,0,9232.58,-19.5611,2.58739e-05,-3.54469,3.90422,7.72354,-8.08566,10.7983,4.42496,0.175792,-8.4412,-15.8393,-50.9959,111.593
-9226.73,0.916411,0.0295358,7,127,0,9230.35,-33.6943,-2.30109e-05,-1.68513,-7.64012,9.12683,-20.886,19.4058,5.0227,0.132183,-1.90004,-28.6333,-45.976,114.053
-9228.97,0.929514,0.0295358,7,127,0,9234.9,-37.3376,-6.65109e-05,8.25606,-22.5468,3.28666,-6.0824,14.6184,3.91467,0.164449,18.6888,-16.4252,-47.264,113.642
-9225.67,0.889256,0.0295358,7,127,0,9236.6,-35.1147,-6.12039e-05,-5.71128,0.00314802,10.0172,-7.1889,14.6035,4.13433,0.104225,18.9322,-9.44093,-25.5053,114.289
-9227.99,0.998907,0.0295358,7,127,0,9232.6,-61.567,0.000105559,7.31506,3.63811,13.1491,-8.74595,16.4764,5.51487,0.220039,0.647604,-9.53387,-66.255,114.668
-9225.63,0.978625,0.0295358,7,127,0,9236.28,-26.5188,-7.02504e-05,11.0651,1.58971,11.5548,-23.6538,16.571,4.25095,-0.0155532,-2.21546,-8.39027,-67.85,112.785
-9225.56,0.981397,0.0295358,7,127,0,9233.85,-54.1448,8.07993e-05,-1.7875,-18.6578,15.4757,8.62697,18.4389,4.99937,0.155658,20.864,8.09424,-62.6125,114.756
-9222.53,0.588936,0.0295358,7,127,0,9234.76,-28.8159,5.58714e-05,-7.84523,-18.6033,11.6264,-11.3439,18.6113,5.2128,-0.319735,14.7896,-0.592195,-35.5393,111.248
-9226.38,0.948247,0.0295358,7,191,0,9237.14,-25.7489,8.26084e-05,12.5252,-2.19608,11.8721,-12.1239,15.4808,1.02691,0.852162,10.5467,-27.5458,-50.1062,115.996
-9226.36,0.842582,0.0295358,7,127,0,9231.6,-42.1799,-0.000160717,-1.52435,-8.77847,4.37623,-17.7453,15.8831,1.74994,1.3024,-0.838619,-24.9776,-25.0037,113.075
-9228.52,0.972175,0.0295358,7,127,0,9235.69,-29.2101,-0.000163617,-5.1996,-24.6532,19.6018,-4.4379,9.54212,6.40101,-0.101905,-6.66655,-28.5651,-29.4997,116.282
-9228.59,0.964902,0.0295358,7,127,0,9237.75,-47.6553,0.000146554,2.95748,-4.52125,2.26419,-10.7606,16.5549,0.382763,1.7953,6.99565,-10.8915,-32.4013,111.315
-9224.92,0.868672,0.0295358,7,255,0,9235.62,-26.498,0.000201481,-1.53142,7.81582,17.3557,-10.3614,14.0075,5.52127,-0.339036,-15.1476,0.258853,-2.23453,115.438
-9223.83,0.985095,0.0295358,7,127,0,9228.82,-37.9656,0.000186474,2.94099,-6.27321,8.13446,-12.5347,14.5508,6.88758,-0.338999,1.94544,0.645905,16.2758,111.816
-9220.69,0.999975,0.0295358,8,255,0,9227.29,-27.6495,3.88364e-05,0.433575,-13.9533,14.3053,-11.1065,14.5782,2.79408,0.574355,-33.8835,-10.187,-7.49015,114.872
-9221.54,0.990383,0.0295358,7,255,0,9224.14,-30.8947,-3.89894e-05,2.212,-0.300021,9.21528,-10.1851,16.7434,2.26065,0.521081,-26.5737,-7.90514,3.81998,113.388
-9221.58,0.791514,0.0295358,7,255,0,9226.96,-49.5576,-9.89002e-05,4.0102,-10.9884,9.02788,-1.81641,17.0293,4.53448,0.224382,3.50541,-0.451908,-23.5267,112.658
-9219.85,0.999822,0.0295358,7,127,0,9223.76,-29.0528,6.76374e-05,-3.53569,-5.40163,15.0451,-16.9055,14.4325,3.55785,0.583082,-4.62249,-9.99751,-11.6836,113.307
-9222.99,0.999878,0.0295358,7,127,0,9226.36,-49.0309,-6.1679e-05,2.25482,2.09195,10.2605,-3.87375,19.6601,2.29879,0.938499,21.13,-0.286943,-42.9086,110.199
-9224.13,0.899253,0.0295358,7,127,0,9229.94,-43.6154,-8.60383e-05,-6.24087,-0.0424396,3.07652,-12.3295,14.6225,2.956,0.999196,7.53508,-4.38956,-17.6631,113.299
-9227.44,0.999644,0.0295358,7,255,0,9232.46,-28.09,-0.000139898,3.98454,-11.9742,17.7956,-10.3596,19.1431,2.7365,0.298449,-6.9723,-41.4876,40.5187,114.966
-9225.38,0.994554,0.0295358,7,127,0,9233.16,-23.9361,0.000139176,0.0352201,-1.99876,12.1464,-3.17825,13.0521,4.32786,-0.170732,15.9656,-7.90554,-10.2917,111.943
-9225.95,0.973558,0.0295358,7,127,0,9231.53,-35.6981,0.000139306,2.60757,-31.7113,21.955,-15.7479,16.9415,4.13935,0.358088,-1.51971,-8.00297,-1.19234,115.017
-9222.25,0.737268,0.0295358,7,127,0,9233.06,-28.6234,-6.17097e-05,-5.005,-7.92828,12.6475,-6.29931,16.0657,3.51856,0.342006,-5.19699,19.7177,10.2469,112.442
-9220.27,0.999443,0.0295358,7,127,0,9225.67,-38.0626,7.1949e-05,-0.854878,-4.69964,19.5389,-1.42886,13.3153,3.43587,0.640681,-16.0543,2.36734,-8.9231,112.121
-9221.99,0.947484,0.0295358,7,127,0,9226.7,-46.5249,0.00011711,1.257,-2.94367,4.35295,-7.58843,21.1814,3.45937,0.311168,10.085,-28.8003,-26.3366,112.433
-9221.85,0.99076,0.0295358,7,255,0,9226.11,-42.6952,0.000116944,2.12732,6.69719,16.9709,-3.9532,12.828,5.98178,0.0900399,-9.2801,-11.2395,-3.53488,114.64
-9221.24,0.972432,0.0295358,7,255,0,9226.01,-48.6978,-3.99564e-05,4.28513,7.46198,22.4598,-6.22099,18.1464,3.68253,0.488388,10.1607,3.29565,-4.22001,111.419
-9220.32,0.999974,0.0295358,7,255,0,9222.81,-41.9054,-3.42392e-06,-2.19766,-13.3597,6.25973,-5.26203,18.2395,4.40602,0.331593,7.42094,-2.64826,-31.7748,113.936
-9224.3,0.933023,0.0295358,7,127,0,9230.64,-56.5471,-9.22815e-05,6.53316,16.4917,20.3564,-8.11231,18.8446,3.63402,0.518585,5.79558,24.0872,24.3242,112.089
-9222.87,0.743573,0.0295358,7,255,0,9230.63,-19.2203,-5.04508e-05,-3.43974,-18.7596,8.50848,-3.14957,16.2161,3.54592,-0.00366057,13.5623,-18.5808,-56.3829,114.243
-9224.14,0.998391,0.0295358,7,127,0,9227.16,-16.6957,-1.85077e-05,3.39609,-16.664,8.29973,-3.02158,14.8605,3.30447,0.0271487,12.0489,-18.6486,-63.4783,115.44
-9223.75,0.862651,0.0295358,8,255,0,9229.72,-26.2493,0.000123357,0.199944,-3.63855,17.7324,-12.4049,16.086,2.52241,0.382773,-21.5005,-13.4569,32.6331,110.619
-9221.59,0.997418,0.0295358,7,127,0,9228.12,-37.8824,-0.000122402,0.208057,-1.81042,17.8584,-3.67824,17.3043,4.85167,-0.164478,3.24209,-13.0256,-14.9674,116.149
-9221.76,0.998182,0.0295358,8,383,0,9227.04,-33.9313,-0.000122826,-0.654303,-3.98374,14.5926,-14.7203,17.6735,2.77988,0.529111,-8.52838,21.1413,-19.1401,113.241
-9223.91,0.980886,0.0295358,7,127,0,9228.79,-40.1084,-0.000134751,3.7104,12.9985,11.2741,-8.76701,16.2842,2.25676,0.886366,-7.95827,20.3726,-34.625,115.977
-9223.36,0.913861,0.0295358,7,255,0,9229.56,-35.259,0.00011233,-1.53403,-17.4663,6.49451,-14.8521,20.0778,3.41069,0.170935,0.108465,12.5966,-29.1232,109.642
-9222.2,0.945457,0.0295358,7,255,0,9228.12,-30.933,5.72993e-06,-4.00298,-1.84921,20.9424,-5.46366,9.1165,4.2978,0.42613,-0.906714,-8.97289,-6.85008,115.201
-9224.12,0.789751,0.0295358,7,127,0,9228.71,-47.2074,0.000182615,4.939,-18.6054,6.5275,-7.73007,19.7056,4.81084,0.154038,-15.4285,0.826906,10.6648,111.655
-9225.26,0.884913,0.0295358,7,127,0,9231.88,-29.0014,0.000127241,-5.1228,-3.03445,25.488,-8.94881,10.0468,2.88149,0.637423,7.00607,-1.20349,19.3914,114.159
-9225.28,0.953993,0.0295358,7,127,0,9231.86,-21.5082,0.000137438,-0.728802,-10.8712,8.87816,-5.87947,13.8322,2.72408,0.638353,-6.9533,-6.77247,12.5819,117.08
-9221.79,0.996114,0.0295358,7,127,0,9231.4,-44.4715,-9.39186e-05,-1.87008,6.67383,21.6956,-13.1419,15.6699,4.65996,0.388421,12.6115,-22.3942,-36.5393,111.274
-9229.36,0.999947,0.0295358,7,127,0,9232.39,-19.6308,6.48407e-05,-7.8025,-23.3556,-4.44845,-5.2754,17.9645,1.55855,0.728156,-15.5667,-48.0201,-48.4522,115.751
-9222.48,0.863822,0.0295358,7,127,0,9236.16,-19.9481,4.02848e-05,1.04735,-17.5025,16.4826,-19.1041,12.8518,2.83953,0.564336,-30.2949,-19.2282,-9.90227,110.493
-9222.58,0.971486,0.0295358,7,255,0,9229.52,-36.6323,-6.03189e-05,-1.91129,-2.31223,14.0297,-4.3047,14.4471,3.37967,0.758535,5.67828,12.0375,-21.2199,115.231
-9222.54,0.999391,0.0295358,7,255,0,9229.21,-16.4733,-5.81807e-05,2.75632,-19.7091,9.22063,-13.3928,14.2499,5.32097,-0.273996,-19.5484,-22.7948,-22.6236,111.234
-9221.28,0.966187,0.0295358,7,255,0,9232.83,-46.2253,4.59457e-05,-5.27581,-11.1004,23.0608,-6.05094,16.4446,2.97107,0.692988,9.63999,-2.8912,13.5029,115.051
-9224.15,0.99694,0.0295358,7,127,0,9226.08,-51.1611,4.67996e-05,-8.1647,-5.70314,19.831,-4.13599,18.6624,2.9142,0.843825,34.2909,-5.01745,21.4757,115.328
-9224.74,0.999938,0.0295358,7,127,0,9229.3,-50.741,2.63433e-05,15.734,11.4908,6.63571,-8.46852,16.359,5.83,-0.0376538,8.68511,-15.1887,-19.3118,110.25
-9224.96,0.997226,0.0295358,7,127,0,9230.33,-46.1672,4.03497e-05,-15.2302,-1.68957,20.9623,-6.73972,17.4042,2.94487,0.803391,20.8603,-20.5381,6.28691,116.649
-9224.52,0.979772,0.0295358,7,127,0,9232.68,-44.0659,2.97505e-05,10.3749,-17.1059,20.4597,1.87772,14.802,1.97102,0.914233,34.1515,-1.24431,-15.0388,113.765
-9222.6,0.99926,0.0295358,7,127,0,9230.09,-40.0103,-1.5654e-05,3.88991,-16.8874,12.8495,-10.9456,18.5781,3.01127,0.478166,20.9485,-11.9155,-45.9752,118.181
-9223.84,0.918968,0.0295358,7,127,0,9228.87,-12.6752,0.000112106,-3.3134,-12.7791,14.5008,-6.57141,10.9842,3.93883,0.0490842,-21.4295,-19.7417,-25.234,108.778
-9225.02,0.786939,0.0295358,7,255,0,9231.24,-52.7843,-0.000177582,5.79605,1.4921,7.47336,-10.5586,20.3514,3.23502,0.684084,2.61523,10.5492,10.6851,117.844
-9226.12,0.977639,0.0295358,7,127,0,9232.8,-64.0959,0.000186488,5.83386,-7.07912,10.1707,-0.854458,22.1098,3.52937,0.456075,26.6463,1.32484,-13.5038,110.487
-9222.06,0.947194,0.0295358,7,127,0,9230.53,-54.8003,7.4921e-05,11.9812,-2.84619,11.3351,-8.96911,18.8826,3.22077,0.624114,23.3611,11.0484,-26.6256,112.122
-9225.37,0.821426,0.0295358,7,255,0,9229.34,-29.53,-0.000176086,-10.5344,2.66351,21.1764,-6.78617,12.7658,3.65494,0.552827,1.10897,-14.5929,-83.9229,115.003
-9227.46,0.84566,0.0295358,7,127,0,9232.88,-32.5215,-0.000203633,-9.27824,1.22687,22.6598,-10.1399,10.8341,5.69292,0.199269,17.4806,-11.8074,-82.2222,114.3
-9225.61,0.992255,0.0295358,7,127,0,9233.95,-21.4492,2.92407e-05,-7.69839,-13.0607,21.0281,-9.90793,9.82233,4.04368,0.471139,23.1313,-16.457,-98.0521,112.562
-9226.87,0.968098,0.0295358,7,127,0,9230.06,-10.681,7.25431e-05,-8.37931,-6.58137,17.3853,-17.1058,10.2368,3.66613,0.27549,17.5784,-17.362,-94.2742,115.597
-9232.21,0.716719,0.0295358,7,191,0,9241.91,-18.4055,0.00022498,-7.74647,12.5911,22.363,-16.5794,9.88803,3.29572,0.485269,9.24888,-14.6441,-41.0006,119.644
-9231.32,0.989666,0.0295358,7,127,0,9237.96,-48.4634,-0.000210252,15.1016,-33.3963,11.0428,-0.359177,20.6255,5.19594,-0.372613,0.557979,-10.8549,-21.8548,109.699
-9224.48,0.997105,0.0295358,7,127,0,9236.68,-21.5141,0.00010241,-14.3153,-23.8775,24.5703,-7.07118,13.4052,2.86453,0.423716,-4.11402,-13.1025,-47.2363,116.04
-9225.17,0.973515,0.0295358,7,127,0,9232.13,-46.8177,-1.71708e-06,10.9254,6.60538,1.35175,-13.5103,19.1704,5.16707,0.202357,14.7029,-26.1927,-42.9868,111.19
-9222.06,0.847777,0.0295358,7,255,0,9233.97,-34.9906,0.000120061,4.39242,0.723433,7.9133,-9.74888,13.5659,6.14409,-0.0974715,7.73841,-10.8396,18.3924,112.332
-9222.89,0.99014,0.0295358,7,127,0,9229.47,-42.7741,-0.000138312,-2.65401,-5.86761,13.214,-12.0202,20.0833,5.69089,-0.184175,-0.932142,-16.525,16.8538,113.702
-9222.03,0.869224,0.0295358,7,255,0,9229.81,-45.1202,6.42679e-05,-1.43531,-6.05463,12.2938,-10.0208,20.2073,5.63533,-0.329643,-0.573554,-11.9044,23.099,113.533
-9225.48,0.978715,0.0295358,7,255,0,9230.03,-37.7639,5.03949e-06,4.49818,3.23909,23.1037,-3.3054,14.512,0.95869,1.31096,17.907,-0.835202,-36.9082,112.562
-9222.47,0.765295,0.0295358,7,127,0,9230.73,-44.5182,-1.35914e-05,-4.48983,-19.0063,9.39695,-10.5766,19.9014,4.95372,-0.0886559,-13.3376,10.193,-1.47387,113.821
-9222.27,0.998435,0.0295358,7,255,0,9226.07,-26.8831,-2.54806e-05,3.72931,0.322467,21.4452,-5.95641,10.3936,5.28604,0.120497,0.135702,-16.6114,-14.0378,111.407
